Post Date,Description,Debit,Status,Balance,date,amount,vendor_group,amount_grouped
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 08/09/24 0 4222882568 0 5734Card 1231,29.99,Posted,667.74,2024-08-09,29.99,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 12/08/24 0 4343357881 0 5734Card 1231,29.99
8/9/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 08/09/24 0 4222405366 0 5817Card 1231,0.08,Posted,697.73,2024-08-09,0.08,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 01/06/24 0 4006875269 0 5815Card 2801,0.20272727272727267
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 08/09/24 0 4222405366 0 5817Card 1231,9.99,Posted,697.81,2024-08-09,9.99,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 10/19/24 0 4293358426 2 5817Card 1231,9.99
8/9/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 08/08/24 0 4221131985 1 5912Card 1231,28.95,Posted,707.8,2024-08-09,28.95,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,28.46
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*RM70P9F91 AMZN.COM/BIL WADate 08/08/24 0 4221404019 0 5968Card 1231,15.13,Posted,736.75,2024-08-09,15.13,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*Z97W01ZG2 AMZN.COM/BIL WADate 12/17/24 0 4352950216 0 5968Card 1231,15.120000000000001
8/9/2024,Withdrawal POS #000020303936/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,9.1,Posted,751.88,2024-08-09,9.1,"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre
Parkw Mountain View CA
Card 1247",9.1
8/9/2024,Withdrawal POS #000000792124/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,72.01,Posted,760.98,2024-08-09,72.01,Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,72.01
8/7/2024,Withdrawal POS #000000212396/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.67,Posted,682.99,2024-08-07,37.67,Withdrawal POS #000000221295/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.67
8/7/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 08/06/24 0 4219920231 0 5734Card 1231,16.99,Posted,720.66,2024-08-07,16.99,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,16.99
8/7/2024,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 08/06/24 0 4219448708 0 4900Card 1231,220.95,Posted,737.65,2024-08-07,220.95,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 12/05/24 0 4340279271 0 4900Card 1231,220.95
8/7/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 08/06/24 0 4219854218 0 4899Card 1231,156.13,Posted,958.6,2024-08-07,156.13,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 12/04/24 0 4339376311 0 4899Card 1231,156.13
8/6/2024,Recurring Withdrawal Bill Payment - #000000350295/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,13.81,Posted,1106.69,2024-08-06,13.81,Recurring Withdrawal Bill Payment - #000000864701/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,13.81
8/6/2024,Withdrawal POS #000000239287/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,33.06,Posted,1120.5,2024-08-06,33.06,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,33.06
8/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 08/04/24 0 4217020552 1 5734Card 1231,20.0,Posted,1153.56,2024-08-05,20.0,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 12/04/24 0 4339869196 0 5734Card 1231,20.0
8/5/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,42.5,Posted,1173.56,2024-08-05,42.5,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,42.7
8/4/2024,Withdrawal POS #000000786208/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,80.6,Posted,1216.06,2024-08-04,80.6,Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,80.6
8/4/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 08/03/24 0 4216015505 2 4816Card 1231,17.74,Posted,1296.66,2024-08-04,17.74,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 12/29/24 0 4364954464 0 4816Card 1231,17.74
8/4/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 08/02/24 0 4215626223 4 5912Card 1231,10.81,Posted,1314.4,2024-08-04,10.81,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,10.81
8/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 08/03/24 0 4216623643 4 5818Card 1231,2.99,Posted,1325.21,2024-08-04,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 11/11/24 0 4316616811 0 5818Card 1231,2.99
8/3/2024,Withdrawal POS #000000156204/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,1328.2,2024-08-03,30.7,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7
8/3/2024,"Withdrawal Bill Payment #000000783713/Adobe Park Avenue,345 San Jose CACard 1231",19.99,Posted,1358.9,2024-08-03,19.99,"Withdrawal Bill Payment #000000352498/Adobe Park Avenue,345 San Jose CACard 1247",19.99
8/3/2024,Withdrawal POS #000000775244/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231,66.13,Posted,1378.89,2024-08-03,66.13,Withdrawal POS #000000773008/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231,66.13
8/2/2024,Withdrawal Debit Card MC Debit Seminol/RANDY'S HAIRCUTS FOR M GAINESVILLE FLDate 08/01/24 0 4214894751 0 7230Card 1231,30.0,Posted,1400.02,2024-08-02,30.0,Withdrawal Debit Card MC Debit Seminol/RANDY'S HAIRCUTS FOR M GAINESVILLE FLDate 08/01/24 0 4214894751 0 7230Card 1231,30.0
8/2/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179.0,Posted,1430.02,2024-08-02,1179.0,"Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157
CO: Watson Realty Co
NAME: Steven chaplinskiEntry Class Code: WEB",1179.0
8/2/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2609.02,2024-08-02,2.49,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550
CO: AppFolio, Inc. F
NAME: Steven chaplinskiEntry Class Code: WEB",2.49
8/1/2024,Withdrawal POS #000000000002/AMAZON.COM*RV6JQ8U41 SEATTLE WACard 1231,28.95,Posted,2611.51,2024-08-01,28.95,Withdrawal POS #000000000001/AMAZON.COM*TK5HF56S1 SEATTLE WACard 2801,28.95
8/1/2024,Withdrawal POS #000000983835/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,2640.46,2024-08-01,30.7,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7
8/1/2024,Withdrawal POS #000000735887/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 1231,70.24,Posted,2671.16,2024-08-01,70.24,Withdrawal POS #000000749495/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 1231,70.24
7/31/2024,Withdrawal POS #000000922607/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,2741.4,2024-07-31,34.24,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24
7/30/2024,Withdrawal Debit Card MC Debit Seminol/AMAZON DIGIT*RV2ZN2GA1 AMZN.COM/BIL WADate 07/30/24 0 4212878109 0 5818Card 1231,3.44,Posted,2775.64,2024-07-30,3.44,Withdrawal Debit Card MC Debit Seminol/AMAZON DIGIT*RV2ZN2GA1 AMZN.COM/BIL WADate 07/30/24 0 4212878109 0 5818Card 1231,3.44
7/30/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/29/24 0 4211570450 0 5818Card 1231,7.98,Posted,2779.08,2024-07-30,7.98,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/27/24 0 4087824766 0 5818Card 1231,7.98
7/29/2024,Withdrawal POS #000000782390/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,60.0,Posted,2785.7,2024-07-29,60.0,Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,60.0
7/29/2024,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/28/24 0 4210031062 1 6540Card 1231,15.0,Posted,2845.7,2024-07-29,15.0,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 11/03/24 0 4308001823 1 6540Card 1231,15.0
7/28/2024,Withdrawal POS #000000575942/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,Posted,60.7,2024-07-28,22.42,Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42
7/26/2024,Withdrawal POS #000000665239/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.67,Posted,83.12,2024-07-26,37.67,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,37.42
7/25/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/YVETTE GODET, DMD GAINESVILLE FLDate 07/24/24 0 4206848776 0 8021Card 1231",20.0,Posted,113.29,2024-07-25,20.0,"Recurring Withdrawal Debit Card - MC Debit Seminol/YVETTE GODET, DMD GAINESVILLE FLDate 07/24/24 0 4206848776 0 8021Card 1231",20.0
7/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 07/24/24 0 4206889164 0 5734Card 1231,0.95,Posted,133.29,2024-07-25,0.95,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *CONTEXTSFORMAC SANTA BARBAR CADate 02/16/24 0 4047893711 1 5734Card 1231,0.95
7/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/25/24 0 4207172375 1 5818Card 1231,0.29,Posted,134.24,2024-07-25,0.29,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/27/24 0 4087824766 0 5818Card 1231,0.29
7/25/2024,Withdrawal POS #000000000006/AMAZON.COM*RJ6HJ7RA2 SEATTLE WACard 1231,8.59,Posted,134.53,2024-07-25,8.59,Withdrawal POS #000000000006/AMAZON.COM*RJ6HJ7RA2 SEATTLE WACard 1231,8.86
7/24/2024,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,21.56,Posted,143.12,2024-07-24,21.56,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,21.56
7/24/2024,Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,76.0,Posted,164.68,2024-07-24,76.0,Withdrawal POS #000000794186/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,76.0
7/23/2024,Withdrawal POS #000000524840/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,40.68,2024-07-23,37.78,Withdrawal POS #000000028242/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
7/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04218-28500872 CAMDEN DEDate 07/20/24 0 4202716426 0 7221Card 1231,12.99,Posted,66.93,2024-07-21,12.99,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04249-43399962 CAMDEN DEDate 08/20/24 0 4233594945 0 7221Card 1231,12.99
7/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 07/20/24 0 4202875818 0 5734Card 1231,7.5,Posted,79.92,2024-07-21,7.5,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM* 8668823239 CADate 12/03/24 0 4338443995 0 5045Card 1231,7.5
7/21/2024,Withdrawal POS #000000000124/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231,26.83,Posted,87.42,2024-07-21,26.83,Withdrawal POS #000000000343/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1247,26.395
7/19/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 07/18/24 0 4200710264 0 5734Card 1231,0.05,Posted,104.26,2024-07-19,0.05,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 01/06/24 0 4006875269 0 5815Card 2801,0.20272727272727267
7/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 07/18/24 0 4200710264 0 5734Card 1231,5.99,Posted,104.31,2024-07-19,5.99,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 12/18/24 0 4353969048 0 5734Card 1231,5.99
7/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS YLZK812XJ6 SAN FRANCISC CADate 07/18/24 0 4200709907 0 5734Card 1231,9.0,Posted,110.3,2024-07-19,9.0,Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS YLZK812XJ6 SAN FRANCISC CADate 07/18/24 0 4200709907 0 5734Card 1231,9.0
7/18/2024,Withdrawal POS #000000357918/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,119.3,2024-07-18,34.24,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,34.400000000000006
7/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 07/17/24 0 4199660339 0 5734Card 1231,15.0,Posted,153.54,2024-07-18,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 12/17/24 0 4352703539 1 5734Card 1231,15.0
7/18/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,36.0,Posted,168.54,2024-07-18,36.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,36.0
7/17/2024,Withdrawal POS #000000976832/AMAZON.COM*RS88T71I1 SEATTLE WACard 1231,16.43,Posted,175.34,2024-07-17,16.43,Withdrawal POS #000000049785/AMAZON.COM*AV5RE3583 SEATTLE WACard 1231,16.43
7/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 07/16/24 0 4198745563 0 5817Card 1231,9.0,Posted,191.77,2024-07-17,9.0,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 12/16/24 0 4351323834 0 5817Card 1231,9.0
7/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 07/16/24 0 4198606327 0 5817Card 1231,12.49,Posted,200.77,2024-07-17,12.49,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,12.49
7/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 07/17/24 0 4199108326 1 5734Card 1231,0.06,Posted,213.26,2024-07-17,0.06,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231,0.08
7/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 07/17/24 0 4199108326 1 5734Card 1231,8.0,Posted,213.32,2024-07-17,8.0,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 12/17/24 0 4352700468 1 5734Card 1231,8.0
7/16/2024,Withdrawal POS #000000795251/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,42.92,Posted,221.32,2024-07-16,42.92,Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,42.96
7/16/2024,Withdrawal POS #000000271518/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,234.76,2024-07-16,37.78,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,37.42
7/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 07/15/24 0 4197591427 1 5734Card 1231,15.0,Posted,272.54,2024-07-15,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 12/15/24 0 4350745942 1 5734Card 1231,15.0
7/15/2024,Withdrawal POS #000000211548/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,287.54,2024-07-15,37.78,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,37.42
7/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 07/14/24 0 4196394793 1 5734Card 1231,15.01,Posted,325.32,2024-07-14,15.01,Withdrawal Debit Card MC Debit Seminol/OPENAI SAN FRANCISC CADate 02/16/24 0 4047896474 1 5734Card 1231,15.026
7/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 07/13/24 0 4195402190 0 5734Card 1231,15.0,Posted,340.33,2024-07-14,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 12/17/24 0 4352703539 1 5734Card 1231,15.0
7/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 07/13/24 0 4195852605 0 7399Card 1231,2.95,Posted,355.33,2024-07-14,2.95,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 10/13/24 0 4287011811 1 7399Card 1231,2.95
7/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 07/13/24 0 4195401634 0 5734Card 1231,10.0,Posted,358.28,2024-07-14,10.0,Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 08/13/24 0 4226902139 0 5734Card 1231,10.0
7/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/13/24 0 4195115185 3 5818Card 1231,18.98,Posted,368.28,2024-07-14,18.98,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/29/24 0 4211570450 0 5818Card 1231,18.98
7/13/2024,Withdrawal POS #000000165380/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,36.81,Posted,387.26,2024-07-13,36.81,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,37.42
7/12/2024,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/11/24 0 4193151203 1 6540Card 1231,15.0,Posted,424.07,2024-07-12,15.0,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 11/03/24 0 4308001823 1 6540Card 1231,15.0
7/12/2024,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/11/24 0 4193151202 1 6540Card 1231,20.0,Posted,439.07,2024-07-12,20.0,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 11/03/24 0 4308001823 1 6540Card 1231,20.0
7/12/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 07/10/24 0 4192897494 0 5499Card 1231,21.77,Posted,459.07,2024-07-12,21.77,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 09/08/24 0 4252889868 0 5499Card 1231,21.405
7/12/2024,Withdrawal POS #000000037228/WAWA 5325 2373 SW ARCHER ROADFLCard 1231,18.03,Posted,480.84,2024-07-12,18.03,Withdrawal POS #000000553411/WAWA 5325 2373 SW ARCHER ROADFLCard 1247,18.03
7/11/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 07/10/24 0 4192868077 0 7372Card 1231,31.0,Posted,448.87,2024-07-11,31.0,Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 09/11/24 0 4255913774 0 7372Card 1231,31.0
7/11/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 07/10/24 0 4192117338 1 5912Card 1231,36.44,Posted,479.87,2024-07-11,36.44,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,36.44
7/11/2024,Withdrawal Debit Card MC Debit Seminol/B2P* FL OMMU MJ MED CA JACKSONVILLE FLDate 07/10/24 0 4192863496 0 9399Card 1231,77.75,Posted,516.31,2024-07-11,77.75,Withdrawal Debit Card MC Debit Seminol/B2P* FL OMMU MJ MED CA JACKSONVILLE FLDate 07/10/24 0 4192863496 0 9399Card 1231,77.75
7/11/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,48.0,Posted,594.06,2024-07-11,48.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,48.5
7/9/2024,Withdrawal POS #000000041458/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,642.06,2024-07-09,37.78,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
7/8/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/08/24 0 4190849912 0 5818Card 1231,2.99,Posted,679.84,2024-07-08,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 01/08/24 0 4008756344 0 5818Card 2801,2.99
7/7/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 07/06/24 0 4188926193 0 5734Card 1231,16.99,Posted,682.83,2024-07-07,16.99,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 12/27/24 0 4362999827 1 5734Card 1231,16.99
7/7/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 07/05/24 0 4187128964 2 5912Card 1231,24.75,Posted,699.82,2024-07-07,24.75,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,24.265
7/7/2024,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 07/05/24 0 4187656509 0 4900Card 1231,200.0,Posted,724.57,2024-07-07,200.0,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 12/05/24 0 4340279271 0 4900Card 1231,200.0
7/7/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 07/05/24 0 4187656473 0 4899Card 1231,156.13,Posted,924.57,2024-07-07,156.13,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 12/04/24 0 4339376311 0 4899Card 1231,156.13
7/7/2024,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,59.07,Posted,1080.7,2024-07-07,59.07,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,59.085
7/6/2024,Recurring Withdrawal Bill Payment - #000000404960/NETFLIX COM LOS GATOS CACard 1231,13.81,Posted,1139.77,2024-07-06,13.81,"Recurring Withdrawal Bill Payment - #000000017652/NETFLIX COM LOS GATOS CA
Card 1247",13.504999999999999
7/5/2024,Withdrawal POS #000000828132/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,1153.58,2024-07-05,30.7,Withdrawal POS #000000028242/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7
7/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 07/04/24 0 4186555750 0 5734Card 1231,20.0,Posted,1184.28,2024-07-05,20.0,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 12/04/24 0 4339869196 0 5734Card 1231,20.0
7/4/2024,Withdrawal POS #000000601921/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,1204.28,2024-07-04,37.78,Withdrawal POS #000000161599/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
