Post Date,Description,Debit,Status,Balance
9/26/2024,Withdrawal POS #000000408760/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,18.89,Posted,40.05
9/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 09/24/24 0 4268906697 0 5734Card 1231,0.95,Posted,58.94
9/25/2024,Withdrawal POS #000000395026/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,Posted,59.89
9/24/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,82.31
9/23/2024,Withdrawal POS #000000786299/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,84,Posted,77.44
9/23/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,161.44
9/23/2024,Recurring Withdrawal Bill Payment - #000000980999/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,17.84,Posted,11.44
9/22/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04280-41401823 CAMDEN DEDate 09/20/24 0 4264118913 2 7333Card 1231,12.99,Posted,29.28
9/22/2024,Withdrawal POS #000000764249/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1231,10.08,Posted,42.27
9/22/2024,Withdrawal POS #000000745864/PUBLIX 3930 SW ARCHER ROAD GAINESVILLECard 1231,26.02,Posted,52.35
9/20/2024,Withdrawal POS #000000161599/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,78.37
9/19/2024,Withdrawal POS #000000794971/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,41.52,Posted,112.61
9/19/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 09/18/24 0 4262900658 0 5734Card 1231,0.05,Posted,154.13
9/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 09/18/24 0 4262900658 0 5734Card 1231,5.99,Posted,154.18
9/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*DG9S32713 AMZN.COM/BIL WADate 09/17/24 0 4261881793 0 5968Card 1231,15.11,Posted,160.17
9/17/2024,Withdrawal POS #000000794677/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,50,Posted,175.28
9/17/2024,Withdrawal POS #000000607925/AMAZON.COM*796MW6TO3 SEATTLE WACard 1231,12.85,Posted,225.28
9/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 09/17/24 0 4261105994 1 5734Card 1231,15,Posted,238.13
9/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 09/16/24 0 4260359414 0 5817Card 1231,9,Posted,253.13
9/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 09/16/24 0 4260853114 0 5817Card 1231,12.49,Posted,262.13
9/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 09/17/24 0 4261103470 1 5734Card 1231,0.06,Posted,274.62
9/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 09/17/24 0 4261103470 1 5734Card 1231,8,Posted,274.68
9/17/2024,Withdrawal POS #000000029377/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,282.68
9/17/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,316.92
9/16/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 09/15/24 0 4259305128 0 7372Card 1231",10,Posted,239.64
9/16/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 09/15/24 0 4259010239 1 5734Card 1231,15,Posted,249.64
9/16/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,30,Posted,264.64
9/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 09/14/24 0 4258038199 1 5817Card 1231,9.99,Posted,294.64
9/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 09/13/24 0 4257121975 2 7399Card 1231,2.95,Posted,304.63
9/15/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 26146 GAINESVILLE FLDate 09/12/24 0 4256143852 2 5499Card 1231,29.33,Posted,307.58
9/13/2024,Withdrawal Debit Card MC Debit Seminol/WAWA 5325 GAINESVILLE FLDate 09/12/24 0 4256163151 1 5541Card 1231,20.87,Posted,336.91
9/12/2024,Withdrawal POS #000000745537/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1231,23.93,Posted,357.78
9/12/2024,Withdrawal POS #000000000009/AMAZON.COM*139PT8J63 SEATTLE WACard 1231,14.91,Posted,381.71
9/12/2024,Withdrawal Debit Card MC Debit Seminol/CAPCUT WILMINGTON DEDate 09/11/24 0 4255891362 0 5734Card 1231,0.99,Posted,396.62
9/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 09/12/24 0 4256961595 0 5734Card 1231,57.29,Posted,397.61
9/12/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 09/12/24 0 4256890128 0 5817Card 1231,0.08,Posted,454.9
9/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 09/12/24 0 4256890128 0 5817Card 1231,9.99,Posted,454.98
9/12/2024,Withdrawal POS #000000651483/AMAZON.COM*I55DY6IV3 SEATTLE WACard 1231,19.12,Posted,464.97
9/11/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 09/11/24 0 4255913774 0 7372Card 1231,31,Posted,484.09
9/11/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 09/10/24 0 4254818709 0 5411Card 1231,43.63,Posted,515.09
9/11/2024,Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*XS2HD1WH3 AMZN.COM/BIL WADate 09/11/24 0 4255908162 0 5818Card 1231,3.4,Posted,558.72
9/11/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*Z81YY4CB1 AMZN.COM/BIL WADate 09/10/24 0 4254816559 0 5968Card 1231,2.01,Posted,562.12
9/10/2024,Withdrawal POS #000000049785/AMAZON.COM*AV5RE3583 SEATTLE WACard 1231,9.13,Posted,564.13
9/10/2024,Withdrawal POS #000000010894/AMAZON.COM*Z82Y13CR1 SEATTLE WACard 1231,5.36,Posted,573.26
9/10/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 09/09/24 0 4253896772 0 5734Card 1231,15.02,Posted,578.62
9/10/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 09/08/24 0 4252889868 0 5499Card 1231,42.82,Posted,593.64
9/10/2024,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,14.99,Posted,636.46
9/10/2024,Withdrawal ACH VENMO/TYPE: PAYMENT ID: 3264681992 CO: VENMONAME: AVATAR ARTSEntry Class Code: WEB,9.99,Posted,651.45
9/10/2024,Withdrawal POS #000000000046/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231,29.18,Posted,661.44
9/9/2024,Withdrawal Adjustment Debit Card - Credit Voucher/AMAZON PRIME PMTS AMZN.COM/BIL WADate 09/08/24 0 4252395606 0 5818Card 1231,,Posted,690.62
9/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 09/09/24 0 4253873198 0 5734Card 1231,60,Posted,688.29
9/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 09/08/24 0 4252079101 1 5734Card 1231,29.99,Posted,748.29
9/9/2024,Withdrawal POS #000020599152/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,9.1,Posted,778.28
9/8/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM* 8668823239 CADate 09/07/24 0 4251439681 2 5045Card 1231,7.5,Posted,787.38
9/8/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 09/06/24 0 4250130158 2 5734Card 1231,16.99,Posted,794.88
9/8/2024,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 09/07/24 0 4251918366 0 6540Card 1231,15,Posted,811.87
9/8/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 09/06/24 0 4250431555 2 5912Card 1231,33.35,Posted,826.87
9/8/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 09/07/24 0 4251430319 2 5818Card 1231,2.99,Posted,860.22
9/8/2024,Withdrawal POS #000000215944/AMAZON.COM*Z85JQ4LM2 SEATTLE WACard 1231,29.12,Posted,863.21
9/6/2024,Withdrawal POS #000000000001/AMAZON.COM*ZT6072MV1 SEATTLE WACard 1231,16.11,Posted,892.33
9/6/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 09/05/24 0 4249995627 0 4816Card 1231,16,Posted,908.44
9/6/2024,Recurring Withdrawal Bill Payment - #000000026814/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,8.05,Posted,924.44
9/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 09/04/24 0 4248036028 1 5734Card 1231,20,Posted,932.49
9/5/2024,Withdrawal POS #000000438983/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,952.49
9/4/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 09/03/24 0 4247223801 1 5912Card 1231,10.81,Posted,986.73
9/4/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 06782 GAINESVILLE FLDate 09/02/24 0 4246221313 1 5499Card 1231,29.18,Posted,997.54
9/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 09/03/24 0 4247844436 0 5818Card 1231,2.99,Posted,1026.72
9/4/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,1029.71
9/3/2024,Withdrawal POS #000000749495/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 1231,33.1,Posted,923.5
9/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 09/02/24 0 4246904059 0 5734Card 1231,27.26,Posted,956.6
9/3/2024,Withdrawal Debit Card MC Debit Seminol/INSTACART*159 SAN FRANCISC CADate 09/02/24 0 4246902876 0 5411Card 1231,61.13,Posted,983.86
9/3/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179,Posted,1044.99
9/3/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,45,Posted,2223.99
9/3/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2268.99
9/3/2024,"Withdrawal Bill Payment #000000786503/Adobe Park Avenue,345 San Jose CACard 1231",19.99,Posted,2271.48
9/2/2024,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 09/01/24 0 4245989258 0 4900Card 1231,189.27,Posted,2291.47
9/2/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 08/31/24 0 4244993156 1 4899Card 1231,156.13,Posted,2480.74
8/31/2024,Withdrawal POS #000000736143/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 1231,18.46,Posted,2636.87
8/31/2024,Withdrawal POS #000000004805/AMAZON.COM*RK4ZA05U1 SEATTLE WACard 1231,25.94,Posted,2655.33
8/31/2024,Withdrawal POS #000000000085/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1231,29.18,Posted,2681.27
8/30/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 08/29/24 0 4242999544 0 5734Card 1231,64.44,Posted,2710.45
8/30/2024,Withdrawal Debit Card MC Debit Seminol/AMAZON PRIME*RK8MN8K72 AMZN.COM/BIL WADate 08/30/24 0 4243993934 0 5818Card 1231,3.44,Posted,2774.89
8/29/2024,Withdrawal POS #000000775931/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,68.63,Posted,2778.33
8/29/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,2846.96
8/28/2024,Withdrawal POS #000000073608/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,46.96
8/28/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 08/27/24 0 4240911144 0 5734Card 1231,8.99,Posted,81.2
8/27/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 08/27/24 0 4240080985 1 5734Card 1231,17.03,Posted,90.19
8/27/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 08/26/24 0 4239887355 0 4816Card 1231,2,Posted,107.22
8/27/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,109.22
8/26/2024,Withdrawal POS #000000963385/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,96.45
8/25/2024,Withdrawal POS #000000784235/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,58.42,Posted,130.69
8/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 08/24/24 0 4237923935 0 5734Card 1231,0.95,Posted,189.11
8/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 08/25/24 0 4238111248 1 5818Card 1231,15.99,Posted,190.06
8/22/2024,Withdrawal POS #000000773230/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,85.99,Posted,206.05
8/22/2024,Withdrawal POS #000000170815/AMAZON.COM*R456X2LE0 SEATTLE WACard 1231,25.76,Posted,292.04
8/22/2024,Withdrawal POS #000000902881/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,317.8
8/22/2024,"Deposit Home Banking Transfer food/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,348.5
8/22/2024,Withdrawal POS #000000777262/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,18.89,Posted,148.5
8/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04249-43399962 CAMDEN DEDate 08/20/24 0 4233594945 0 7221Card 1231,12.99,Posted,167.39
8/20/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,180.38
8/19/2024,Withdrawal POS #000000670233/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,7.02,Posted,160.46
8/19/2024,Withdrawal POS #000000732534/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,167.48
8/19/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 08/18/24 0 4231951752 0 5734Card 1231,0.05,Posted,201.72
8/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SAVE TO NOTION VAUREAL ILDate 08/18/24 0 4231951752 0 5734Card 1231,5.99,Posted,201.77
8/19/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,30,Posted,207.76
8/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 08/17/24 0 4230474948 0 5734Card 1231,15,Posted,237.76
8/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 08/16/24 0 4229015017 1 5817Card 1231,9,Posted,252.76
8/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 08/16/24 0 4229819554 1 5817Card 1231,12.49,Posted,261.76
8/18/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 08/17/24 0 4230854170 0 5734Card 1231,0.06,Posted,274.25
8/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM AI TORONTO ONDate 08/17/24 0 4230854170 0 5734Card 1231,8,Posted,274.31
8/17/2024,Withdrawal POS #000000000048/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231,26,Posted,282.31
8/16/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 08/15/24 0 4228943735 0 5734Card 1231,27.67,Posted,308.31
8/15/2024,Withdrawal POS #000000773008/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231,69.88,Posted,335.98
8/15/2024,"Withdrawal Debit Card MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 08/15/24 0 4228171261 1 7372Card 1231",10,Posted,405.86
8/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 08/15/24 0 4228171210 1 5734Card 1231,15,Posted,415.86
8/14/2024,Withdrawal POS #000000623894/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,41.2,Posted,430.86
8/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/D-ID STUDIO WILMINGTON DEDate 08/13/24 0 4226859392 0 7399Card 1231,2.95,Posted,472.06
8/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUNO INC. CAMBRIDGE MADate 08/13/24 0 4226902139 0 5734Card 1231,10,Posted,475.01
8/13/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,485.01
8/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 08/12/24 0 4225899261 0 5734Card 1231,15.03,Posted,475.17
8/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PAYPAL *PLAYSTATION 4029357733 CADate 08/09/24 0 4222963102 0 7994Card 1231,14.99,Posted,490.2
8/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PAYPAL *PLAYSTATION 4029357733 CADate 08/09/24 0 4222963101 0 7994Card 1231,9.99,Posted,505.19
8/12/2024,Withdrawal POS #000000427484/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,515.18
8/11/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 08/11/24 0 4224906504 2 7372Card 1231,31,Posted,552.96
8/11/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 08/09/24 0 4222244271 1 4816Card 1231,16,Posted,583.96
8/10/2024,Withdrawal POS #000000334497/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,42.78,Posted,599.96
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 08/09/24 0 4222136862 1 5734Card 1231,25,Posted,642.74
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 08/09/24 0 4222882568 0 5734Card 1231,29.99,Posted,667.74
8/9/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 08/09/24 0 4222405366 0 5817Card 1231,0.08,Posted,697.73
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CAPCUT SINGAPORE SGDate 08/09/24 0 4222405366 0 5817Card 1231,9.99,Posted,697.81
8/9/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 08/08/24 0 4221131985 1 5912Card 1231,28.95,Posted,707.8
8/9/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/AMAZON PRIME*RM70P9F91 AMZN.COM/BIL WADate 08/08/24 0 4221404019 0 5968Card 1231,15.13,Posted,736.75
8/9/2024,Withdrawal POS #000020303936/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,9.1,Posted,751.88
8/9/2024,Withdrawal POS #000000792124/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,72.01,Posted,760.98
8/8/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,832.99
8/7/2024,Withdrawal POS #000000212396/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.67,Posted,682.99
8/7/2024,Withdrawal Debit Card MC Debit Seminol/SAMSUNG ELECTRONICS RIDGEFIELD P NJDate 08/06/24 0 4219920231 0 5734Card 1231,16.99,Posted,720.66
8/7/2024,Withdrawal Debit Card MC Debit Seminol/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 08/06/24 0 4219448708 0 4900Card 1231,220.95,Posted,737.65
8/7/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 08/06/24 0 4219854218 0 4899Card 1231,156.13,Posted,958.6
8/6/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,1114.73
8/6/2024,Recurring Withdrawal Bill Payment - #000000350295/Netflix.com NETFLIX.COM LOS GATOS CACard 1231,13.81,Posted,1106.69
8/6/2024,Withdrawal POS #000000239287/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,33.06,Posted,1120.5
8/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI *CHATGPT SUBSCR SAN FRANCISC CADate 08/04/24 0 4217020552 1 5734Card 1231,20,Posted,1153.56
8/5/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,42.5,Posted,1173.56
8/4/2024,Withdrawal POS #000000786208/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,80.6,Posted,1216.06
8/4/2024,Withdrawal Debit Card MC Debit Seminol/IONOS INC. CHESTERBROOK PADate 08/03/24 0 4216015505 2 4816Card 1231,17.74,Posted,1296.66
8/4/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 08/02/24 0 4215626223 4 5912Card 1231,10.81,Posted,1314.4
8/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 08/03/24 0 4216623643 4 5818Card 1231,2.99,Posted,1325.21
8/3/2024,Withdrawal POS #000000156204/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,1328.2
8/3/2024,"Withdrawal Bill Payment #000000783713/Adobe Park Avenue,345 San Jose CACard 1231",19.99,Posted,1358.9
8/3/2024,Withdrawal POS #000000775244/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231,66.13,Posted,1378.89
8/2/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090hair cur black seed oil",,Posted,1445.02
8/2/2024,Withdrawal Debit Card MC Debit Seminol/RANDY'S HAIRCUTS FOR M GAINESVILLE FLDate 08/01/24 0 4214894751 0 7230Card 1231,30,Posted,1400.02
8/2/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1179,Posted,1430.02
8/2/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2609.02
8/1/2024,Withdrawal POS #000000000002/AMAZON.COM*RV6JQ8U41 SEATTLE WACard 1231,28.95,Posted,2611.51
8/1/2024,Withdrawal POS #000000983835/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,2640.46
8/1/2024,Withdrawal POS #000000735887/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 1231,70.24,Posted,2671.16
7/31/2024,Withdrawal POS #000000922607/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,2741.4
7/30/2024,Withdrawal Debit Card MC Debit Seminol/AMAZON DIGIT*RV2ZN2GA1 AMZN.COM/BIL WADate 07/30/24 0 4212878109 0 5818Card 1231,3.44,Posted,2775.64
7/30/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 07/29/24 0 4211570450 0 5818Card 1231,7.98,Posted,2779.08
7/30/2024,"Deposit ACH ETSY, INC./TYPE: PAYOUT ID: 1357612331CO: ETSY, INC.Entry Class Code: PPD",,Posted,2787.06
7/29/2024,Withdrawal POS #000000782390/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,60,Posted,2785.7
7/29/2024,Withdrawal Debit Card MC Debit Seminol/WAWA CARD RELOAD MEDIA PADate 07/28/24 0 4210031062 1 6540Card 1231,15,Posted,2845.7
7/29/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0000",,Posted,2860.7
7/29/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,2060.7
7/28/2024,Withdrawal POS #000000575942/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,22.42,Posted,60.7
7/26/2024,Withdrawal POS #000000665239/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.67,Posted,83.12
7/25/2024,Withdrawal Adjustment Debit Card - Credit Voucher/TUBEBUDDYCOM 8668823239 CADate 07/24/24 0 4206883904 0 5734Card 1231,,Posted,120.79
7/25/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/YVETTE GODET, DMD GAINESVILLE FLDate 07/24/24 0 4206848776 0 8021Card 1231",20,Posted,113.29
7/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 07/24/24 0 4206889164 0 5734Card 1231,0.95,Posted,133.29
