"Post Date","Check","Description","Debit","Credit","Status","Balance"
"3/20/2023","","Withdrawal POS #000003114546/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 2801","13.64","","Posted","414.98"
"3/19/2023","","Withdrawal POS #000000400824/AMAZON.COM*HC3O110O2 SEATTLE WACard 2801","25.8","","Posted","428.62"
"3/19/2023","","Recurring Withdrawal Debit Card MC Debit/ENVATO 61383766284 UTDate 03/19/23 0 3078360759 1 5815Card 2801","23","","Posted","454.42"
"3/19/2023","","Withdrawal POS #000096294034/FAST TRACK #200 GAINESVILLE FLCard 2801","30.3","","Posted","477.42"
"3/16/2023","","Withdrawal POS #000000006320/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801","16.77","","Posted","507.72"
"3/13/2023","","Recurring Withdrawal Debit Card MC Debit/SALESAMURAI.IO BOULDER CODate 03/12/23 0 3071028002 1 5734Card 2801","7.99","","Posted","524.49"
"3/13/2023","","Recurring Withdrawal Debit Card MC Debit/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 03/12/23 0 3071998456 0 5734Card 2801","20","","Posted","532.48"
"3/13/2023","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/12/23 0 3071027471 1 5734Card 2801","0.07","","Posted","552.48"
"3/13/2023","","Recurring Withdrawal Debit Card MC Debit/DRIVE EXPLORER ADDON MADURAI TNDate 03/12/23 0 3071027471 1 5734Card 2801","9","","Posted","552.55"
"3/12/2023","","Withdrawal POS #000000545175/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","32.87","","Posted","561.55"
"3/12/2023","","Withdrawal POS #000000058553/AMAZON.COM*HG75N7YD0 SEATTLE WACard 2801","10.2","","Posted","594.42"
"3/10/2023","","Withdrawal POS #000000763024/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","32.87","","Posted","604.62"
"3/10/2023","","Recurring Withdrawal Bill Payment - #000000462424/SIE PLAYST 2207 BRIDGEPOINTE PUS SANCACard 2801","17.99","","Posted","637.49"
"3/10/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","42.76","","Posted","655.48"
"3/10/2023","","Withdrawal POS #000000000005/AMAZON.COM*H50716IP2 SEATTLE WACard 2801","73.36","","Posted","698.24"
"3/8/2023","","Withdrawal POS #000096291252/FAST TRACK #200 GAINESVILLE FLCard 2801","30.28","","Posted","771.6"
"3/8/2023","","Withdrawal POS #000000381131/AMAZON.COM*H52KJ2612 SEATTLE WACard 2801","12.52","","Posted","801.88"
"3/8/2023","","Recurring Withdrawal Debit Card MC Debit/TUBEBUDDYCOM* 8668823239 CADate 03/07/23 0 3066855966 0 5045Card 2801","86.4","","Posted","814.4"
"3/8/2023","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilEntry Class Code: PPD","156","","Posted","900.8"
"3/8/2023","","Withdrawal POS #000000038748/PLAYSTATIO 919 E HILLSDALE BLVUS FOSTERCITY CACard 2801","139.99","","Posted","1056.8"
"3/7/2023","","Recurring Withdrawal Debit Card MC Debit/MIDJOURNEY INC. SOUTH SAN FR CADate 03/07/23 0 3066020945 1 5734Card 2801","30","","Posted","1196.79"
"3/7/2023","","Recurring Withdrawal Debit Card MC Debit/PARAMOUNT+ 8882745343 CADate 03/06/23 0 3065832383 0 4899Card 2801","2.03","","Posted","1226.79"
"3/7/2023","","Withdrawal Debit Card MC Debit/PARAMOUNT+ 8882745343 CADate 03/06/23 0 3065832382 0 4899Card 2801","11.5","","Posted","1228.82"
"3/7/2023","","Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/06/23 0 3065061180 1 5734Card 2801","0.32","","Posted","1240.32"
"3/7/2023","","Withdrawal Debit Card MC Debit/EQMAC - BITGAPP LTD. LONDON LNDate 03/06/23 0 3065061180 1 5734Card 2801","40","","Posted","1240.64"
"3/7/2023","","Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 03/06/23 0 3065368008 0 4900Card 2801","160.16","","Posted","1280.64"
"3/7/2023","","Withdrawal Adjustment POS #000000665147/AMAZON.COM SEATTLE WACard 2801","","32.24","Posted","1440.8"
"3/7/2023","","Withdrawal Adjustment POS #000000657774/AMAZON.COM SEATTLE WACard 2801","","13.96","Posted","1408.56"
"3/6/2023","","Withdrawal POS #000000006070/KOHLS 1242 3501 SW ARCHER RD GAINESVILLEFLCard 2801","13.96","","Posted","1394.6"
"3/6/2023","","Withdrawal POS #000000006841/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801","43.4","","Posted","1408.56"
"3/6/2023","","Withdrawal POS #000000766574/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 2801","36.47","","Posted","1451.96"
"3/6/2023","","Recurring Withdrawal Debit Card MC Debit/SESAME CARE - HEALTH MIAMI FLDate 03/05/23 0 3064037865 1 8099Card 2801","38","","Posted","1488.43"
"3/6/2023","","Withdrawal Debit Card MC Debit/QUILLBOT OAK BROOK ILDate 03/05/23 0 3064036552 1 5734Card 2801","19.95","","Posted","1526.43"
"3/6/2023","","Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 03/05/23 0 3064951835 0 5912Card 2801","15","","Posted","1546.38"
"3/6/2023","","Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 03/05/23 0 3064030192 1 4899Card 2801","125.03","","Posted","1561.38"
"3/6/2023","","Recurring Withdrawal Bill Payment - #000000250157/NETFLIX COM LOS GATOS CACard 2801","11","","Posted","1686.41"
"3/5/2023","","Withdrawal Debit Card MC Debit/PIZZA HUT 27918 3523739402 FLDate 03/03/23 0 3062954486 0 5812Card 2801","47.22","","Posted","1697.41"
"3/5/2023","","Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 03/04/23 0 3063095080 1 5912Card 2801","26.55","","Posted","1744.63"
"3/5/2023","","Recurring Withdrawal Debit Card MC Debit/ADOBE *STOCK 4085366000 CADate 03/04/23 0 3063953820 0 5734Card 2801","29.99","","Posted","1771.18"
"3/4/2023","","Withdrawal POS #000000047929/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 2801","47.92","","Posted","1801.17"
"3/4/2023","","Withdrawal POS #000012000556/WALGREENS 2415 SW 75TH GAINESVILLE FLCard 2801","8.68","","Posted","1849.09"
"3/2/2023","","Recurring Withdrawal Debit Card MC Debit/GOOGLE ADS7127436844 MOUNTAIN VIE CADate 03/01/23 0 3060855857 0 7311Card 2801","3.38","","Posted","1857.77"
"3/2/2023","","Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB","995","","Posted","1861.15"
"3/2/2023","","Withdrawal Adjustment POS #000000675060/AMAZON.COM*H53JK91D0 SEATTLE WACard 2801","","37.1","Posted","2856.15"
"3/2/2023","","Withdrawal Adjustment POS #000000000005/AMAZON.COM*H52J391X0 SEATTLE WACard 2801","","26.86","Posted","2819.05"
"3/2/2023","","Withdrawal POS #000000675060/AMAZON.COM*H53JK91D0 SEATTLE WACard 2801","37.1","","Posted","2792.19"
"3/2/2023","","Withdrawal POS #000000675060/AMAZON.COM*H53JK91D0 SEATTLE WACard 2801","37.1","","Posted","2829.29"
"3/2/2023","","Withdrawal POS #000000000005/AMAZON.COM*H52J391X0 SEATTLE WACard 2801","26.86","","Posted","2866.39"
"3/2/2023","","Withdrawal POS #000000000005/AMAZON.COM*H52J391X0 SEATTLE WACard 2801","26.86","","Posted","2893.25"
"3/1/2023","","Withdrawal POS #000000320317/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","32.87","","Posted","2920.11"
"3/1/2023","","Recurring Withdrawal Debit Card MC Debit/JASPER.AI ROLLINGWOOD TXDate 02/28/23 0 3059133816 1 7399Card 2801","59","","Posted","2952.98"
"3/1/2023","","Recurring Withdrawal Debit Card MC Debit/CHEGG ORDER 8558681054 CADate 02/28/23 0 3059959357 0 5942Card 2801","15.95","","Posted","3011.98"
"3/1/2023","","Withdrawal POS #000000000009/AMAZON.COM*HD4IH3VM2 SEATTLE WACard 2801","10.2","","Posted","3027.93"
"2/28/2023","","Recurring Withdrawal Debit Card MC Debit/ADOBE *CREATIVE CLOUD 4085366000 CADate 02/27/23 0 3058034263 1 5734Card 2801","19.99","","Posted","3038.13"
"2/27/2023","","Deposit Home Banking Transfer - monthly expenses/From CHAPLINSKI,LEON 3496297 Share 0090","","2500","Posted","3058.12"
"2/26/2023","","Withdrawal POS #000000209567/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","30.71","","Posted","558.12"
"2/26/2023","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/25/23 0 3056274739 1 5734Card 2801","0.08","","Posted","588.83"
"2/26/2023","","Recurring Withdrawal Debit Card MC Debit/SP NIGHTCAFE AI ART MARRICKVILLE NSDate 02/25/23 0 3056274739 1 5734Card 2801","9.99","","Posted","588.91"
"2/26/2023","","Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 02/25/23 0 3056809736 0 5816Card 2801","84.69","","Posted","598.9"
"2/25/2023","","Deposit Home Banking Transfer - From Share 0000/Funds Transfer via Online","","500","Posted","683.59"
"2/22/2023","","Withdrawal Debit Card MC Debit/SCRUBS CARWASH - GAINE GAINESVILLE FLDate 02/21/23 0 3052004389 1 7542Card 2801","5.25","","Posted","183.59"
"2/22/2023","","Withdrawal POS #000096296743/FAST TRACK #200 GAINESVILLE FLCard 2801","22.77","","Posted","188.84"
"2/22/2023","","Withdrawal POS #000000077624/PUBLIX 3930 SW ARCHER ROAD GAINESVILLECard 2801","152.94","","Posted","211.61"
"2/21/2023","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilEntry Class Code: PPD","184.1","","Posted","364.55"
"2/21/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","149.5","","Posted","548.65"
"2/20/2023","","Withdrawal POS #000000949163/AMAZON.COM*HP6O69Z32 SEATTLE WACard 2801","25.79","","Posted","698.15"
"2/20/2023","","Withdrawal POS #000002021491/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 2801","13.64","","Posted","723.94"
"2/20/2023","","Withdrawal POS #000096292503/FAST TRACK #200 GAINESVILLE FLCard 2801","24.93","","Posted","737.58"
"2/19/2023","","Recurring Withdrawal Debit Card MC Debit/ENVATO 61383766284 UTDate 02/19/23 0 3050084762 1 5815Card 2801","23","","Posted","762.51"
"2/17/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","50","","Posted","785.51"
"2/17/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","24.95","","Posted","835.51"
"2/17/2023","","Withdrawal POS #000000204206/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","25.34","","Posted","860.46"
"2/17/2023","","Withdrawal POS #000000053779/PUBLIX 3100 SW 35TH BLVD GAINESVILLE FLCard 2801","74.69","","Posted","885.8"
"2/16/2023","","Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB","55","","Posted","960.49"
"2/16/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","8.99","","Posted","1015.49"
"2/16/2023","","Withdrawal POS #000000000007/AMAZON.COM*HE4KW8MP1 SEATTLE WACard 2801","81.33","","Posted","1024.48"
"2/15/2023","","Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 02/14/23 0 3045347652 0 5816Card 2801","38.56","","Posted","1105.81"
"2/15/2023","","Withdrawal POS #000000248548/AMAZON.COM*HP6YD2C00 SEATTLE WACard 2801","28.63","","Posted","1144.37"
"2/15/2023","","Withdrawal POS #000000996169/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","25.34","","Posted","1173"
"2/14/2023","","Deposit Home Banking Transfer - From Share 0000/Funds Transfer via Online","","1111.11","Posted","1198.34"
"2/14/2023","","Withdrawal POS #000000000009/AMAZON.COM*HE1YT8T61 SEATTLE WACard 2801","10.2","","Posted","87.23"
"2/13/2023","","Recurring Withdrawal Debit Card MC Debit/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 02/12/23 0 3043740707 0 5734Card 2801","20","","Posted","97.43"
"2/13/2023","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 02/12/23 0 3043066757 1 5734Card 2801","0.07","","Posted","117.43"
"2/13/2023","","Recurring Withdrawal Debit Card MC Debit/DRIVE EXPLORER ADDON MADURAI TNDate 02/12/23 0 3043066757 1 5734Card 2801","9","","Posted","117.5"
"2/13/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","17.99","","Posted","126.5"
"2/13/2023","","Withdrawal POS #000000135175/AMAZON.COM*HE18446F0 SEATTLE WACard 2801","58.92","","Posted","144.49"
"2/12/2023","","Withdrawal POS #000000910135/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","25.34","","Posted","203.41"
"2/10/2023","","Deposit Home Banking Transfer food/From CHAPLINSKI,LEON 3496297 Share 0090","","125","Posted","228.75"
"2/10/2023","","Withdrawal ACH ENVATO/CO: ENVATOTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT","39","","Posted","103.75"
"2/10/2023","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilEntry Class Code: PPD","84.4","","Posted","142.75"
"2/10/2023","","Withdrawal POS #000000513814/AMAZON.COM*6E9OG2F93 SEATTLE WACard 2801","10.72","","Posted","227.15"
"2/10/2023","","Withdrawal POS #000000922564/AMAZON.COM*VJ71T1BJ3 SEATTLE WACard 2801","49.44","","Posted","237.87"
"2/9/2023","","Withdrawal POS #000000036003/PUBLIX 3930 SW ARCHER ROAD GAINESVILLECard 2801","136.42","","Posted","287.31"
"2/9/2023","","Withdrawal POS #000000069683/PUBLIX 5200 S W 34TH STREET GAINESVILLECard 2801","57.87","","Posted","423.73"
"2/8/2023","","Withdrawal POS #000000011248/CIRCLE K # 23913 3424 GAINESVILLE FLCard 2801","20.25","","Posted","481.6"
"2/8/2023","","Withdrawal Debit Card MC Debit/MIDJOURNEY INC. SOUTH SAN FR CADate 02/07/23 0 3038831030 0 5734Card 2801","10","","Posted","501.85"
"2/8/2023","","Withdrawal POS #000005221556/PAYPAL *VIDIQ 2211 North First StreetJose CACard 2801","10","","Posted","511.85"
"2/8/2023","","Withdrawal POS #000000000007/AMAZON.COM*6N0DO0XQ3 SEATTLE WACard 2801","322.49","","Posted","521.85"
"2/7/2023","","Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL","392","","Posted","844.34"
"2/7/2023","","Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL","253.11","","Posted","1236.34"
"2/7/2023","","Withdrawal POS #000000042691/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 2801","25.45","","Posted","1489.45"
"2/7/2023","","Withdrawal POS #000000052937/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","3.21","","Posted","1514.9"
"2/6/2023","","Withdrawal POS #000000000000/AMAZON.COM*SB18C4QI3 SEATTLE WACard 2801","21.36","","Posted","1518.11"
"2/6/2023","","Withdrawal POS #000000000000/AMAZON.COM*6D1U84VI3 SEATTLE WACard 2801","21.7","","Posted","1539.47"
"2/6/2023","","Withdrawal ACH VERIFONE PAYMENT/CO: VERIFONE PAYMENTS B.V.TYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT","139.95","","Posted","1561.17"
"2/6/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","17.26","","Posted","1701.12"
"2/6/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","14.99","","Posted","1718.38"
"2/6/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","5.69","","Posted","1733.37"
"2/6/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","2.99","","Posted","1739.06"
"2/6/2023","","Recurring Withdrawal Bill Payment - #000000275192/NETFLIX COM LOS GATOS CACard 2801","11","","Posted","1742.05"
"2/5/2023","","Deposit Home Banking Transfer - From Share 0000/Funds Transfer via Online","","1500","Posted","1753.05"
"2/5/2023","","Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 02/04/23 0 3035110401 1 5912Card 2801","85.45","","Posted","253.05"
"2/5/2023","","Withdrawal Debit Card MC Debit/PRIME VIDEO *TD1QC2IU3 888-802-3080 WADate 02/04/23 0 3035915273 0 5818Card 2801","19.99","","Posted","338.5"
"2/5/2023","","Recurring Withdrawal Debit Card MC Debit/ADOBE *ADOBE 4085366000 CADate 02/05/23 0 3036107602 1 5734Card 2801","29.99","","Posted","358.49"
"2/5/2023","","Withdrawal POS #000000972401/AMAZON.COM*FG8QU8T23 SEATTLE WACard 2801","27.06","","Posted","388.48"
"2/5/2023","","Withdrawal POS #000000000000/AMAZON.COM*V40RU1143 SEATTLE WACard 2801","367.5","","Posted","415.54"
"2/3/2023","","Withdrawal POS #000000001861/CIRCLE K # 26162 7302 GAINESVILLE FLCard 2801","20.25","","Posted","783.04"
"2/3/2023","","Withdrawal POS #000000000122/CIRCLE K # 26162 7302 GAINESVILLE FLCard 2801","20.18","","Posted","803.29"
"2/2/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","11.5","","Posted","823.47"
"2/1/2023","","Withdrawal POS #000000078298/PUBLIX 3315 W. UNIVERSITY AVE.FLCard 2801","65.13","","Posted","834.97"
"2/1/2023","","Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 01/31/23 0 3031924789 1 4900Card 2801","241.09","","Posted","900.1"
"2/1/2023","","Recurring Withdrawal Debit Card MC Debit/CHEGG ORDER 8558681054 CADate 01/31/23 0 3031924283 1 5942Card 2801","15.95","","Posted","1141.19"
"2/1/2023","","Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744391CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","25","","Posted","1157.14"
"2/1/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","149.99","","Posted","1182.14"
"2/1/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","2.83","","Posted","1332.13"
"1/31/2023","","Withdrawal POS #000000853822/AMAZON.COM*WF14F7B53 SEATTLE WACard 2801","16.19","","Posted","1334.96"
"1/31/2023","","Recurring Withdrawal Debit Card MC Debit/JASPER.AI ROLLINGWOOD TXDate 01/30/23 0 3030913449 0 7399Card 2801","59","","Posted","1351.15"
"1/31/2023","","Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/31/23 0 3031894286 0 4899Card 2801","125.03","","Posted","1410.15"
"1/31/2023","","Withdrawal ACH PADDLE.COM MARKE/CO: PADDLE.COM MARKET LIMITEDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT","2.99","","Posted","1535.18"
"1/31/2023","","Deposit Home Banking Transfer - From Share 0000/Funds Transfer via Online","","1000","Posted","1538.17"
"1/31/2023","","Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB","995","","Posted","538.17"
"1/31/2023","","Withdrawal POS #000000555799/AMAZON.COM*CX16X5MU3 SEATTLE WACard 2801","10.2","","Posted","1533.17"
"1/31/2023","","Withdrawal POS #000000508955/AMAZON.COM*UA77K78R3 SEATTLE WACard 2801","37.6","","Posted","1543.37"
"1/30/2023","","Withdrawal POS #000000178279/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801","32.23","","Posted","1580.97"
"1/30/2023","","Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744391CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","191","","Posted","1613.2"
"1/30/2023","","Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB","125","","Posted","1804.2"
"1/30/2023","","Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: 5411721813CO: TARGET CARD SRVCNAME: S CHAPLINSKI TEntry Class Code: WEB","125","","Posted","1929.2"
"1/30/2023","","Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB","97.52","","Posted","2054.2"
"1/30/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","14.99","","Posted","2151.72"
"1/30/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","2.99","","Posted","2166.71"
"1/30/2023","","Deposit ACH PAYPAL/TYPE: TRANSFER ID: PAYPALSD11 CO: PAYPALEntry Class Code: PPD","","10","Posted","2169.7"
"1/29/2023","","Recurring Withdrawal Debit Card MC Debit/ADOBE *CREATIVE CLOUD 4085366000 CADate 01/27/23 0 3027321474 1 5734Card 2801","19.99","","Posted","2159.7"
"1/28/2023","","Withdrawal POS #000000000000/AMAZON.COM*NK97S60U3 SEATTLE WACard 2801","73.08","","Posted","2179.69"
"1/28/2023","","Withdrawal POS #000000286964/AMAZON.COM*D40II7Y03 SEATTLE WACard 2801","61.26","","Posted","2252.77"
"1/27/2023","","Recurring Withdrawal Adjustment - Debit Card Credit Voucher/AFFIRM.COM PAYMENTS SAN FRANCISC CADate 01/26/23 0 3026982326 0 5999Card 2801","","16.25","Posted","2314.03"
"1/27/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","99.99","","Posted","2297.78"
"1/27/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","49.99","","Posted","2397.77"
"1/27/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","2.99","","Posted","2447.76"
"1/26/2023","","Withdrawal POS #000000000096/CIRCLE K # 26162 7302 GAINESVILLE FLCard 2801","19.39","","Posted","2450.75"
"1/26/2023","","Withdrawal POS #000000036956/PUBLIX 5801 SW 75TH ST GAINESVILLE FLCard 2801","41.9","","Posted","2470.14"
"1/26/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","4.5","","Posted","2512.04"
"1/25/2023","","Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 01/25/23 0 3025796879 0 5734Card 2801","0.08","","Posted","2516.54"
"1/25/2023","","Recurring Withdrawal Debit Card MC Debit/SP NIGHTCAFE AI ART MARRICKVILLE NSDate 01/25/23 0 3025796879 0 5734Card 2801","9.99","","Posted","2516.62"
"1/25/2023","","Deposit Home Banking Transfer - Feb expenses/From CHAPLINSKI,LEON 3496297 Share 0090","","2500","Posted","2526.61"
"1/23/2023","","Withdrawal ACH CANVA PTY LIMITE/CO: CANVA PTY LIMITEDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT","12.99","","Posted","26.61"
"1/23/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","79.99","","Posted","39.6"
"1/23/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","4.99","","Posted","119.59"
"1/22/2023","","Withdrawal Debit Card MC Debit/PUBLIX #527 GAINESVILLE FLDate 01/20/23 0 3020078496 4 5411Card 2801","202.28","","Posted","124.58"
"1/21/2023","","Withdrawal POS #000010067691/PAYPAL *QUILLBOT 2211 North First StreetSan Jose CACard 2801","19.95","","Posted","326.86"
"1/20/2023","","Withdrawal ATM Fee/EFT 6419 W Newberry Rd Gainesville FLCard 2801","2","","Posted","346.81"
"1/20/2023","","Withdrawal at ATM #000000473707/EFT 6419 W Newberry Rd Gainesville FLCard 2801","178","","Posted","348.81"
"1/20/2023","","Deposit Home Banking Transfer MEDS/From CHAPLINSKI,LEON 3496297 Share 0090","","200","Posted","526.81"
"1/20/2023","","Deposit Home Banking Transfer MEDS/From CHAPLINSKI,LEON 3496297 Share 0090","","200","Posted","326.81"
"1/20/2023","","Withdrawal POS #000002069571/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 2801","13.64","","Posted","126.81"
"1/17/2023","","Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilEntry Class Code: PPD","48","","Posted","140.45"
"1/17/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","24.95","","Posted","188.45"
"1/17/2023","","Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB","8.99","","Posted","213.4"
"1/17/2023","","Withdrawal POS #000000174482/AMAZON.COM*XC5QI21R3 SEATTLE WACard 2801","10.2","","Posted","222.39"
"1/15/2023","","Withdrawal Debit Card MC Debit/PUBLIX #735 GAINESVILLE FLDate 01/13/23 0 3013278962 2 5411Card 2801","103.83","","Posted","232.59"
"1/13/2023","","Withdrawal POS #000000261616/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 2801","28.14","","Posted","336.42"
"1/12/2023","","Recurring Withdrawal Bill Payment - #000000233587/AFFIRM PAY YSM SAN FRANCISCO CACard 2801","16.25","","Posted","364.56"
