Post Date,Check,Description,Debit,Credit,Status,Balance,date,amount,vendor_group,amount_grouped
6/7/2022,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,65.0,,Posted,366.97,2022-06-07,65.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,65.0
6/6/2022,,Withdrawal ACH ACANVASARTT/CO: ACANVASARTTTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,75.95,,Posted,350.92,2022-06-06,75.95,Withdrawal ACH ACANVASARTT/CO: ACANVASARTTTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,75.95
6/6/2022,,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 06/05/22 0 2156255006 0 7993Card 2801,40.63,,Posted,426.87,2022-06-06,40.63,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 09/23/21 0 1266586911 1 7993Card 2801,40.53666666666667
6/6/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 06/05/22 0 2156870796 0 5912Card 2801,3.91,,Posted,467.5,2022-06-06,3.91,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 09/08/21 0 1251607416 1 5912Card 2801,4.09
6/6/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,81.05,,Posted,471.41,2022-06-06,81.05,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,81.05
6/6/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.99,,Posted,552.46,2022-06-06,2.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,3.218
6/5/2022,,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0,,Posted,426.45,2022-06-05,2.0,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0
6/5/2022,,Withdrawal at ATM #000000000323/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,128.0,,Posted,428.45,2022-06-05,128.0,Withdrawal at ATM #000000000323/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,127.875
6/5/2022,,Withdrawal Debit Card MC Debit/EVERLYWELL DIAGNOSTICS DALLAS TXDate 06/05/22 0 2156212746 1 8071Card 2801,49.0,,Posted,556.45,2022-06-05,49.0,Withdrawal Debit Card MC Debit/EVERLYWELL DIAGNOSTICS DALLAS TXDate 06/05/22 0 2156212746 1 8071Card 2801,49.0
6/5/2022,,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 06/05/22 0 2156207038 1 7993Card 2801,38.6,,Posted,605.45,2022-06-05,38.6,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 09/23/21 0 1266586911 1 7993Card 2801,39.019999999999996
6/4/2022,,Withdrawal POS #000000392594/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,24.89,,Posted,644.05,2022-06-04,24.89,Withdrawal POS #000000392594/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,24.89
6/2/2022,,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 06/01/22 0 2152104117 1 5411Card 2801,123.21,,Posted,583.94,2022-06-02,123.21,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 06/18/21 0 1169764423 1 5411Card 2801,123.21
6/2/2022,,Withdrawal POS #000000000052/AMAZON.COM*N77HP2U23 SEATTLE WACard 2801,6.74,,Posted,707.15,2022-06-02,6.74,Withdrawal POS #000000000023/AMAZON.COM*AU8ER6ZT3 SEATTLE WACard 2801,6.74
6/1/2022,,Withdrawal ATM Transaction,80.0,,Posted,533.89,2022-06-01,80.0,Withdrawal ATM Transaction,80.0
6/1/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/31/22 0 2151982468 0 5912Card 2801,15.0,,Posted,598.76,2022-06-01,15.0,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,14.64
6/1/2022,,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,885.0,,Posted,613.76,2022-06-01,885.0,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoEntry Class Code: WEB,885.0
6/1/2022,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,15.0,,Posted,1498.76,2022-06-01,15.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,15.0
6/1/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.99,,Posted,1513.76,2022-06-01,14.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.948333333333332
5/31/2022,,Withdrawal POS #000000219124/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.74,,Posted,1499.2,2022-05-31,22.74,Withdrawal POS #000000219124/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,23.02
5/31/2022,,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB,43.0,,Posted,1521.94,2022-05-31,43.0,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB,42.663333333333334
5/31/2022,,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,25.0,,Posted,1564.94,2022-05-31,25.0,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,25.0
5/31/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.99,,Posted,1589.94,2022-05-31,14.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.948333333333332
5/31/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.99,,Posted,1604.93,2022-05-31,2.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,3.218
5/30/2022,,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 05/29/22 0 2149812561 0 5411Card 2801,79.11,,Posted,1607.92,2022-05-30,79.11,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 05/28/21 0 1148028662 2 5411Card 2801,79.11
5/29/2022,,Recurring Withdrawal Debit Card MC Debit/ADOBE CREATIVE CLOUD 4085366000 CADate 05/28/22 0 2148889909 0 5734Card 2801,19.99,,Posted,1687.03,2022-05-29,19.99,Recurring Withdrawal Debit Card MC Debit/ADOBE CREATIVE CLOUD 4085366000 CADate 09/28/22 0 2271807482 0 5734Card 2801,19.99
5/27/2022,,Withdrawal ACH CANVA PTY LIMITE/CO: CANVA PTY LIMITEDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,12.99,,Posted,1707.02,2022-05-27,12.99,Withdrawal ACH CANVA PTY LIMITE/CO: CANVA PTY LIMITEDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,12.99
5/27/2022,,Withdrawal Debit Card MC Debit/AMAZON PRIME*1R55T47L2 AMZN.COM/BIL WADate 05/27/22 0 2147054474 1 5968Card 2801,15.13,,Posted,1720.01,2022-05-27,15.13,Withdrawal Debit Card MC Debit/AMAZON PRIME*AH5FK9BT3 AMZN.COM/BIL WADate 07/29/22 0 2210009971 1 5968Card 2801,15.13
5/27/2022,,Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 05/26/22 0 2146308771 0 4900Card 2801,169.7,,Posted,1735.14,2022-05-27,169.7,Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 11/01/21 0 1305577800 0 4900Card 2801,169.7
5/27/2022,,Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 05/26/22 0 2146802258 0 4899Card 2801,117.89,,Posted,1904.84,2022-05-27,117.89,Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,117.89
5/27/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.99,,Posted,2022.73,2022-05-27,2.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,3.218
5/27/2022,,Withdrawal POS #000000041009/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,43.8,,Posted,2025.72,2022-05-27,43.8,Withdrawal POS #000000029500/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,44.129999999999995
5/26/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,4.5,,Posted,59.53,2022-05-26,4.5,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,4.96
5/25/2022,,Withdrawal Debit Card MC Debit/KINDLE UNLTD*WC29623B3 866-321-8851 WADate 05/24/22 0 2144970619 0 5818Card 2801,9.99,,Posted,64.03,2022-05-25,9.99,Withdrawal Debit Card MC Debit/KINDLE UNLTD*WC29623B3 866-321-8851 WADate 05/24/22 0 2144970619 0 5818Card 2801,9.99
5/25/2022,,Withdrawal POS #000096297551/FAST TRACK #200 GAINESVILLE FLCard 2801,19.45,,Posted,74.02,2022-05-25,19.45,Withdrawal POS #000096296533/FAST TRACK #200 GAINESVILLE FLCard 2801,19.486666666666665
5/25/2022,,Withdrawal POS #000000073251/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,57.01,,Posted,93.47,2022-05-25,57.01,Withdrawal POS #000000029500/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,57.239999999999995
5/24/2022,,Withdrawal POS #000000000001/AMAZON.COM*Z37JL9KM3 SEATTLE WACard 2801,7.21,,Posted,150.48,2022-05-24,7.21,Withdrawal POS #000000991850/AMAZON.COM*7Q29B9KF3 SEATTLE WACard 2801,7.21
5/23/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,11.99,,Posted,157.69,2022-05-23,11.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,11.7425
5/23/2022,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,4.18,,Posted,169.68,2022-05-23,4.18,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,4.59
5/22/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,14.28,,Posted,173.86,2022-05-22,14.28,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,14.64
5/21/2022,,Withdrawal POS #000000639499/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.74,,Posted,188.14,2022-05-21,22.74,Withdrawal POS #000000899960/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.74
5/17/2022,,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 05/16/22 0 2136986442 0 5411Card 2801,103.95,,Posted,210.88,2022-05-17,103.95,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 06/18/21 0 1169764423 1 5411Card 2801,103.95
5/16/2022,,Withdrawal POS #000000399046/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.74,,Posted,314.83,2022-05-16,22.74,Withdrawal POS #000000899960/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,22.74
5/16/2022,,Recurring Withdrawal Debit Card MC Debit/ZIP.CO* NEWEGG NEW YORK NYDate 05/16/22 0 2136907205 0 5399Card 2801,42.77,,Posted,337.57,2022-05-16,42.77,Withdrawal Debit Card MC Debit/ZIP.CO* NEWEGG NEW YORK NYDate 04/03/22 0 2093025644 1 5399Card 2801,42.765
5/16/2022,,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,5.0,,Posted,380.34,2022-05-16,5.0,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,5.0
5/16/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,1.43,,Posted,385.34,2022-05-16,1.43,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,1.11
5/14/2022,,Withdrawal ATM Transaction,45.0,,Posted,186.77,2022-05-14,45.0,Withdrawal ATM Transaction,45.0
5/13/2022,,Withdrawal Debit Card MC Debit/DOCTORS RADIOLOGY GROU 352-3319729 FLDate 05/12/22 0 2132061814 1 8011Card 2801,5.0,,Posted,231.77,2022-05-13,5.0,Withdrawal Debit Card MC Debit/DOCTORS RADIOLOGY GROU 352-3319729 FLDate 08/24/22 0 2236023780 1 8011Card 2801,5.0
5/13/2022,,Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744991CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,5.0,,Posted,236.77,2022-05-13,5.0,Withdrawal ACH CAPITAL ONE/TYPE: ONLINE PMT ID: 9279744391CO: CAPITAL ONE NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,5.0
5/13/2022,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,5.0,,Posted,241.77,2022-05-13,5.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,4.59
5/13/2022,,Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: T510215170CO: TARGET CARD SRVCNAME: 7S CH0000000APLINSKI TEntry Class Code: WEB,5.0,,Posted,246.77,2022-05-13,5.0,Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: 5411721813CO: TARGET CARD SRVCNAME: S CHAPLINSKI TEntry Class Code: WEB,5.0
5/13/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.86,,Posted,251.77,2022-05-13,2.86,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.3299999999999996
5/12/2022,,Recurring Withdrawal Debit Card MC Debit/PAYPAL *LINKTREEPTY 4029357733 CADate 05/11/22 0 2131030580 1 5734Card 2801,6.0,,Posted,254.63,2022-05-12,6.0,Recurring Withdrawal Debit Card MC Debit/PAYPAL *LINKTREE 4029357733 AUDate 05/12/21 0 1132191600 1 7372Card 2801,6.0
5/10/2022,,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 05/09/22 0 2129742511 0 7993Card 2801,40.7,,Posted,260.63,2022-05-10,40.7,Recurring Withdrawal Debit Card MC Debit/PLAYERAUCTIONS 800-342-0768 DEDate 09/23/21 0 1266586911 1 7993Card 2801,40.53666666666667
5/10/2022,,Withdrawal POS #000000900705/AMAZON.COM*134LE0B92 SEATTLE WACard 2801,7.21,,Posted,301.33,2022-05-10,7.21,Withdrawal POS #000000626675/AMAZON.COM*1F8259P12 SEATTLE WACard 2801,7.21
5/9/2022,,Recurring Withdrawal Debit Card MC Debit/ADOBE CREATIVE CLOUD 4085366000 CADate 05/08/22 0 2128950507 0 5734Card 2801,19.99,,Posted,308.54,2022-05-09,19.99,Recurring Withdrawal Debit Card MC Debit/ADOBE CREATIVE CLOUD 4085366000 CADate 09/28/22 0 2271807482 0 5734Card 2801,19.99
5/9/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/08/22 0 2128974293 0 5912Card 2801,12.97,,Posted,328.53,2022-05-09,12.97,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,12.97
5/9/2022,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,10.0,,Posted,341.5,2022-05-09,10.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVER NAME: CHAPLINSKI STEVENEntry Class Code: WEB,10.0
5/8/2022,,Withdrawal POS #000016124369/WALGREENS 2415 SW 75TH GAINESVILLE FLCard 2801,5.35,,Posted,351.5,2022-05-08,5.35,Withdrawal POS #000015057686/WALGREENS 2415 SW 75TH GAINESVILLE FLCard 1231,5.35
5/8/2022,,Withdrawal POS #000007247911/PAYPAL *VIDIQ San Jose CACard 2801,10.0,,Posted,356.85,2022-05-08,10.0,Withdrawal POS #000007247911/PAYPAL *VIDIQ San Jose CACard 2801,10.0
5/8/2022,,Withdrawal Debit Card MC Debit/PUBLIX #527 GAINESVILLE FLDate 05/06/22 0 2126310396 2 5411Card 2801,37.07,,Posted,208.44,2022-05-08,37.07,Withdrawal Debit Card MC Debit/PUBLIX #795 GAINESVILLE FLDate 03/07/22 0 2066965570 0 5411Card 2801,37.07
5/6/2022,,Withdrawal POS #000000000275/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801,25.08,,Posted,245.51,2022-05-06,25.08,Withdrawal POS #000000000558/CIRCLE K # 26146 3525 GAINESVILLE FLCard 2801,24.92
5/6/2022,,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0,,Posted,270.59,2022-05-06,2.0,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0
5/6/2022,,Withdrawal at ATM #000000000051/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,78.0,,Posted,272.59,2022-05-06,78.0,Withdrawal at ATM #000000000323/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,78.0
5/6/2022,,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 05/05/22 0 2125034182 1 5411Card 2801,28.52,,Posted,350.59,2022-05-06,28.52,Withdrawal Debit Card MC Debit/PUBLIX #1312 GAINESVILLE FLDate 05/28/21 0 1148028662 2 5411Card 2801,28.52
5/6/2022,,Recurring Withdrawal Bill Payment - #000008065471/NETFLIX COM LOS GATOS CACard 2801,10.98,,Posted,98.35,2022-05-06,10.98,Recurring Withdrawal Bill Payment - #000006911729/NETFLIX COM LOS GATOS CACard 2801,10.99
5/5/2022,,Withdrawal Debit Card MC Debit/SANTAFECCOLBKSTOR #341 352-395-5240 FLDate 05/04/22 0 2124074809 1 5942Card 2801,174.25,,Posted,109.33,2022-05-05,174.25,Withdrawal Debit Card MC Debit/SANTAFECCOLBKSTOR #341 352-395-5240 FLDate 05/04/22 0 2124074809 1 5942Card 2801,174.25
5/5/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/04/22 0 2124070501 1 5912Card 2801,23.16,,Posted,283.58,2022-05-05,23.16,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 09/08/21 0 1251607416 1 5912Card 2801,23.16
5/5/2022,,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,25.0,,Posted,306.74,2022-05-05,25.0,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZNAME: 6045781157416487Entry Class Code: WEB,25.0
5/4/2022,,Withdrawal POS #000000000140/CIRCLE K # 06782 5237 GAINESVILLE FLCard 2801,18.59,,Posted,331.74,2022-05-04,18.59,Withdrawal POS #000000000343/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1247,18.59
5/4/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,2.99,,Posted,350.33,2022-05-04,2.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,3.218
5/3/2022,,Recurring Withdrawal Debit Card MC Debit/ZIP.CO* NEWEGG NEW YORK NYDate 05/02/22 0 2122798522 0 5399Card 2801,42.77,,Posted,353.32,2022-05-03,42.77,Withdrawal Debit Card MC Debit/ZIP.CO* NEWEGG NEW YORK NYDate 04/03/22 0 2093025644 1 5399Card 2801,42.765
5/3/2022,,Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: 5411721813CO: TARGET CARD SRVCNAME: S CHAPLINSKI TEntry Class Code: WEB,40.0,,Posted,396.09,2022-05-03,40.0,Withdrawal ACH TARGET CARD SRVC/TYPE: BILL PAY ID: 5411721813CO: TARGET CARD SRVCNAME: S CHAPLINSKI TEntry Class Code: WEB,40.0
5/3/2022,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.99,,Posted,436.09,2022-05-03,14.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPAL NAME: STEVEN CHAPLINSKIEntry Class Code: WEB,14.948333333333332
5/2/2022,,Withdrawal POS #000000675678/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,24.89,,Posted,451.08,2022-05-02,24.89,Withdrawal POS #000000177815/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,25.115000000000002
5/2/2022,,Withdrawal Home Banking Transfer - To Share 0000/Funds Transfer via Mobile,5.0,,Posted,475.97,2022-05-02,5.0,Withdrawal Home Banking Transfer - To Share 0000/Funds Transfer via Online,5.0
5/2/2022,,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB,17.0,,Posted,480.97,2022-05-02,17.0,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKNAME: Steven ChaplinskiEntry Class Code: WEB,17.0
5/2/2022,,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/01/22 0 2121942003 0 5912Card 2801,39.6,,Posted,497.97,2022-05-02,39.6,Withdrawal Debit Card MC Debit/WALGREENS #5024 800-289-2273 FLDate 05/21/22 0 2141999930 0 5912Card 2801,39.6
5/2/2022,,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,885.0,,Posted,537.57,2022-05-02,885.0,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoEntry Class Code: WEB,885.0
5/1/2022,,Recurring Withdrawal Bill Payment - #000019084874/AFFIRM PAY CHYKSKQD SAN FRANCISCO CACard 2801,26.92,,Posted,1422.57,2022-05-01,26.92,Recurring Withdrawal Bill Payment - #000000233587/AFFIRM PAY YSM SAN FRANCISCO CACard 2801,26.92
5/1/2022,,Withdrawal POS #000000738174/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,23.78,,Posted,1449.49,2022-05-01,23.78,Withdrawal POS #000000086361/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,23.78
4/30/2022,,Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 04/29/22 0 2119231842 0 4900Card 2801,218.91,,Posted,1473.27,2022-04-30,218.91,Withdrawal Debit Card MC Debit/GRU/EZ-PAY WEB PYMT 352-334-3434 FLDate 11/01/21 0 1305577800 0 4900Card 2801,219.075
4/30/2022,,Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 04/29/22 0 2119829506 0 4899Card 2801,115.39,,Posted,1692.18,2022-04-30,115.39,Withdrawal Debit Card MC Debit/COX GAINESVILLE COMM 800-234-3993 FLDate 01/27/22 0 2027240681 1 4899Card 2801,115.39
4/30/2022,,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0,,Posted,1807.57,2022-04-30,2.0,Withdrawal ATM Fee/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,2.0
4/30/2022,,Withdrawal at ATM #000000001804/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,127.75,,Posted,1809.57,2022-04-30,127.75,Withdrawal at ATM #000000000323/ASAI 3400 B SW 34th St. Gainesville FLCard 2801,127.875
4/30/2022,,Withdrawal POS #000000585470/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 2801,19.45,,Posted,1937.32,2022-04-30,19.45,Withdrawal POS #000000166784/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 2801,19.865000000000002
4/30/2022,,Withdrawal POS #000000737718/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,46.19,,Posted,1956.77,2022-04-30,46.19,Withdrawal POS #000000086361/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 2801,46.19
